Giro,Nombre Comercial,Razón Social,Código Scian,Actividad,Tamaño,Calle,Número Exterior,Letra Exterior,Número Interior,Letra Interior,Colonia,Código Postal,Estado,Ciudad,Teléfono,Email,Página web
Hotelería y Restaurantes,CHILIS MERIDA GALERIAS,LAS NUEVAS DELICIAS GASTRONOMICAS S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,RICARDO EL VATE LÓPEZ MÉNDEZ (6),299,,124,,REVOLUCION,97115,Yucatán,Mérida,,KDELGADO@CMR.MX,WWW.CHILIS.COM.MX
Hotelería y Restaurantes,KRISPY KREME LIVERPOOL MERIDA,KRISPY KREME MEXICO S DE RL DE CV,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,RICARDO EL VATE LÓPEZ MÉNDEZ (6),442,,,,CENTRO,97000,Yucatán,Mérida,,JOSE.BERISTAIN@TACOHOLDING.COM,WWW.KRISPYKREME.MX
Hotelería y Restaurantes,CLUB DE NUTRICION STUDIO FIT,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,REMIGIO AGUILAR 27,0,SN,265,,MIGUEL ALEMAN,97148,Yucatán,Mérida,9991647783,,
Hotelería y Restaurantes,DELICIAS JB,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,REMIGIO AGUILAR 27,0,SN,,,MIGUEL ALEMAN,97148,Yucatán,Mérida,,,
Hotelería y Restaurantes,INCOGNITA SUSHI Y BURGUERS,,722516,Restaurantes de autoservicio,6 a 10 personas,REMIGIO AGUILAR 27,242,,,,MIGUEL ALEMAN,97118,Yucatán,Mérida,9992860572,,
Hotelería y Restaurantes,JUICE POINT,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,REMIGIO AGUILAR 27,216,,0,,MIGUEL ALEMAN,97148,Yucatán,Mérida,9999083820,,
Hotelería y Restaurantes,RELATO,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,REMIGIO AGUILAR 27,227,,,,MIGUEL ALEMAN,97148,Yucatán,Mérida,,CAFERELATO@GMAIL.COM,
Hotelería y Restaurantes,SITA VELU,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,REMIGIO AGUILAR 27,281,,,,MIGUEL ALEMAN,97135,Yucatán,Mérida,,,
Hotelería y Restaurantes,BAR PAPIS,,722412,"Bares, cantinas y similares",11 a 30 personas,REFORMA 72,400,B,,,CENTRO,97000,Yucatán,Mérida,9994983317,FACTURASPAPISBAR@GMAIL.COM,
Hotelería y Restaurantes,COCINA ECONOMICA PAPA CALIENTE,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,REFORMA 72,0,SN,,,CENTRO,97000,Yucatán,Mérida,9992780216,,
Hotelería y Restaurantes,RESTAURANTE PIMIENTO ROJO,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,REFORMA 72,503,,1,,CENTRO,97000,Yucatán,Mérida,9992716486,JONATHANESPINOSA99@GMAIL.COM,
Hotelería y Restaurantes,ROSTICERIA CHIQUEN ITZA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,REFORMA 72,400,Q,,,CENTRO,97000,Yucatán,Mérida,9999058229,,
Hotelería y Restaurantes,SNAKS CORNER,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,REFORMA 72,0,SN,,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,TAQUERIA CHIAPAS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,REFORMA 72,400,,,,CENTRO,97000,Yucatán,Mérida,9992764682,,
Hotelería y Restaurantes,POLLO BRUJO,OPERADORA POLLO BRUJO S DE RL,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,REFORMA (72),400,G,,,CENTRO,97000,Yucatán,Mérida,,CPJORGEPOOL@POLLOBRUJOYUCATAN.COM,
Hotelería y Restaurantes,CAFETERIA CETIS 112,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,RAFAEL MATOS ESCOBEDO 55,728,A,,,DEL PARQUE,97160,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE COMIDA 3 REYNAS,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,RAFAEL MATOS ESCOBEDO 55,0,SN,,,FRACCIONAMIENTO DEL PARQUE,97160,Yucatán,Mérida,9993634659,,
Hotelería y Restaurantes,CAFETERIA DEL CONALEP,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,RAFAEL MATOS ESCOBEDO,729,,,,DEL PARQUE,97160,Yucatán,Mérida,,,
Hotelería y Restaurantes,ANTOJITOS YULI,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,QUETZALCOATL 65,,SN,,,MIRAFLORES,97179,Yucatán,Mérida,9995128204,,
Hotelería y Restaurantes,CAFETERIA MANINA,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,QUETZALCOATL 65,0,SN,,,CORTES SARMIENTO,97167,Yucatán,Mérida,,,
Hotelería y Restaurantes,COCINA ECONOMICA PARAISO AMERICANO,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,QUETZALCOATL 65,138,D,0,,MIRAFLORES,97179,Yucatán,Mérida,9982158981,,
Hotelería y Restaurantes,EL PORTALITO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,QUETZALCOATL 65,0,SN,0,,VERGEL 65,97176,Yucatán,Mérida,9999698647,,
Hotelería y Restaurantes,JUGOS VIDAL,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,QUETZALCOATL 65,0,SN,0,,VERGEL 65,97176,Yucatán,Mérida,9993300188,,
Hotelería y Restaurantes,LONCHERIA EL RINCON DEL ORIENTE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,QUETZALCOATL 65,199,22,15,,CORTES SARMIENTO,97167,Yucatán,Mérida,,,
Hotelería y Restaurantes,TAQUERIA ALVARADOS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,QUETZALCOATL 65,200,,0,,VERGEL,97173,Yucatán,Mérida,9999913739,,
Hotelería y Restaurantes,TIENDA DE SNACK LA ISLA DE LOS CHURROS,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,QUETZALCOATL 65,199,22,,,CORTES SARMIENTO,97167,Yucatán,Mérida,,,
Hotelería y Restaurantes,TIENDA DE SNACKS TROPICANAS,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,QUETZALCOATL 65,199,22,,,CORTES SARMIENTO,97167,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE TORTAS ARELLY,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,QUETZALCOATL 65,164,,0,,MIRAFLORES,97179,Yucatán,Mérida,9991742660,,
Hotelería y Restaurantes,11465 MERIDA ORIENTE,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,QUETZALCÓATL (65),191,,1,,VERGEL 65,97170,Yucatán,Mérida,,DOMINOSPIZZAS@ALSEA.NET,WWW.DOMINOS.COM.MX
Hotelería y Restaurantes,LITTLE CAESARS SUCURSAL ORIENTE,COMESTIBLES Y ALIMENTOS INTERNACIONALES SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,QUETZALCÓATL (65),146,A,,,MIRAFLORES,,Yucatán,Mérida,,CONTADOR@BERNY.COM.MX,
Hotelería y Restaurantes,ZIWEI COMIDA CHINA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,Quetzalcóatl (65),0,SN,,,EMILIO PORTES GIL,97167,Yucatán,Mérida,9996934822,,
Hotelería y Restaurantes,HAZE MID,,722411,"Centros nocturnos, discotecas y similares",11 a 30 personas,PROLONGACION PASEO MONTEJO 54,0,SN,,,BENITO JUAREZ NORTE,97119,Yucatán,Mérida,9991060681,,
Hotelería y Restaurantes,LA TRATTO,CAFE CENTRO SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,PROLONGACION PASEO MONTEJO 54,331,,,,AMPLIACION PLAN DE AYALA,97118,Yucatán,Mérida,9994060970,PENINSULACAPIS@HOTMAIL.COM,
Hotelería y Restaurantes,LAS ALITAS,LAS ALITAS,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",11 a 30 personas,PROLONGACION PASEO MONTEJO 54,331,,1,,AMPLIACION PLAN DE AYALA,97118,Yucatán,Mérida,,MERIDAMONTEJO@LASALITAS.COM,WWW.LASALITAS.COM
Hotelería y Restaurantes,LUUN BRUNCH COFFEE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,PROLONGACION PASEO MONTEJO 54,331,,17,,AMPLIACION PLAN DE AYALA,97118,Yucatán,Mérida,9992251981,,
Hotelería y Restaurantes,TREINTA GRADOS WINE BAR & BOUTIQUE,GAMBOA & BOLADO S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,PROLONGACION PASEO MONTEJO 54,369,,4,,BENITO JUAREZ NORTE,97119,Yucatán,Mérida,9993443797,,
Hotelería y Restaurantes,COCINA ECONOMICA EL SAZON DEL 1 DE MAYO,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,PROLONGACION PASEO MONTEJO 38,0,SN,,,CAMPESTRE,97120,Yucatán,Mérida,9995557733,,
Hotelería y Restaurantes,LA ROSITA,,722513,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,PROLONGACION PASEO MONTEJO 38,373,,,,CAMPESTRE,97120,Yucatán,Mérida,,,
Hotelería y Restaurantes,TAQUERIA PRIMERO DE MAYO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,PROLONGACION PASEO MONTEJO 38,371,,,,CAMPESTRE,97120,Yucatán,Mérida,,,
Hotelería y Restaurantes,CARNES REJIAS SAN JUAN,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,PROLONGACION PASEO MONTEJO 30,77,,1,,CAMPESTRE,97120,Yucatán,Mérida,,FACTURACIONREJIAS@GMAIL.COM,
Hotelería y Restaurantes,LIANS ORIENTAL RESTAURANTE,BEMALUIR SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,PROLONGACION PASEO MONTEJO 30,235,B,,,CAMPESTRE,97120,Yucatán,Mérida,,DOLOAYA@HOTMAIL.COM,
Hotelería y Restaurantes,LONCHERIA CHELOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,PROLONGACION PASEO MONTEJO 30,,SN,,,CAMPESTRE,97120,Yucatán,Mérida,9992798994,,
Hotelería y Restaurantes,RESTAURANTE CACIQUE,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,PROLONGACION PASEO MONTEJO 30,0,SN,,,CAMPESTRE,97120,Yucatán,Mérida,,,
Hotelería y Restaurantes,TE EXTRAÑO EXTRAÑO,GRUPO CIELO SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,PROFESOR GUILLERMO VELA ROMAN,0,SN,,,TEMOZON NORTE,97302,Yucatán,Mérida,9995022637,,
Hotelería y Restaurantes,ZEN-HA,GRUPO BEMO RESTAURANTERO SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,PROFESOR GUILLERMO VELA ROMAN,0,SN,,,TEMOZON NORTE,97302,Yucatán,Mérida,9992786813,ZENHAMERIDA@GMAIL.COM,
Hotelería y Restaurantes,DORADITAS CASA MERIDA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,PRIMERO DE MAYO 46,444,A,,,INDUSTRIAL,97155,Yucatán,Mérida,,,
Hotelería y Restaurantes,BEACH CLUB MAR Y MAR,PROYECTO SANTA CATALINA SC DE RL DE CV,722512,Restaurantes con servicio de preparación de pescados y mariscos,11 a 30 personas,PLAYA,0,SN,,,CENTRO,97320,Yucatán,Progreso,9994334218,,
Hotelería y Restaurantes,PLAYA BONITA,,722512,Restaurantes con servicio de preparación de pescados y mariscos,6 a 10 personas,PLAYA,0,SN,,,CELESTUN,97367,Yucatán,Celestún,,,
Hotelería y Restaurantes,RESTAURANTE LOS COLORINES,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,PLAYA,0,SN,,,SISAL,97350,Yucatán,Hunucmá,9999654161,,
Hotelería y Restaurantes,RESTAURANTE PALAPA DE PEON,,722512,Restaurantes con servicio de preparación de pescados y mariscos,6 a 10 personas,PLAYA,0,SN,,,CELESTUN,97367,Yucatán,Celestún,,,
Hotelería y Restaurantes,SOL Y LUNA,,722512,Restaurantes con servicio de preparación de pescados y mariscos,6 a 10 personas,PLAYA,0,SN,,,CELESTUN,97367,Yucatán,Celestún,,,
Hotelería y Restaurantes,VINILO,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,PLAYA,0,SN,,,CENTRO,97320,Yucatán,Progreso,9997497644,,WWW.VINILOBICH.COM
Hotelería y Restaurantes,CAFETERIA LA 57,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,PETO CHACSINKIN,0,SN,,,CENTRO,97955,Yucatán,Chacsinkín,,,
Hotelería y Restaurantes,ANTOJITOS CACHIMBA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,PERIFERICO,,SN,,,CALLE,97430,Yucatán,Motul,,,
Hotelería y Restaurantes,TAQUERIA EL PERIFERICO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,PERIFERICO,,SN,,,MOTUL,97430,Yucatán,Motul,,,
Hotelería y Restaurantes,TAQUERIA EL PRIMO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,PERIFERICO,,SN,,,MOTUL,97430,Yucatán,Motul,,,
Hotelería y Restaurantes,CAFETERIA M. GUSTO,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,PEREZ PONCE,496,,,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,RESTAURANTE RANCHO DA PICANHA,GONGORA Y SOUTO SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,PEREZ PONCE,407,A,,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,SUBWAY,SUBWAY SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,PEREZ PONCE,379,A,6,,CENTRO,97000,Yucatán,Mérida,,,WWW.SUBWAY.COM
Hotelería y Restaurantes,FONDA EL VOLCHO,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,PEDRO SAINZ DE BARANDA 20,99,,,,CIUDAD INDUSTRIAL,97288,Yucatán,Mérida,,,
Hotelería y Restaurantes,CAFE SABOR A FRUTAS,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,PASEO DE MONTEJO 56 A,470,B,,,CALLE,97000,Yucatán,Mérida,9991303113,PELANA1973S@GMAIL.COM,
Hotelería y Restaurantes,CASA CHICA,CHOKRAN S DE RL DE CV,722412,"Bares, cantinas y similares",6 a 10 personas,PASEO DE MONTEJO 56 A,498,B,,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,CHOCO CHOCOLATERIA,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,PASEO DE MONTEJO 56 A,496,L3,3,,CALLE,97000,Yucatán,Mérida,9992385583,FACTURASCONDEFILMS@GMAIL.COM,
Hotelería y Restaurantes,HENNESSY S IRISH PUB,IRISH BAR S DE RL DE CV,722412,"Bares, cantinas y similares",31 a 50 personas,PASEO DE MONTEJO 56 A,486,,,,PASEO MONTEJO,97000,Yucatán,Mérida,,BAR_IRISH@OUTLOOK.ES,
Hotelería y Restaurantes,HOTEL PLAZA BY KAVIA,KAVIA DEL CARIBE SA DE CV,721112,Hoteles sin otros servicios integrados,11 a 30 personas,PASEO DE MONTEJO 56 A,481,,,,PASEO MONTEJO,97000,Yucatán,Mérida,,RESERVAS@HOTELPLAZAKAVIA.COM,WWW.HOTELPLAZAKAVIA.COM
Hotelería y Restaurantes,INTIMO RESTAURANTE,INTIMO RESTAURANTE SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,PASEO DE MONTEJO 56 A,475,C,,,PASEO MONTEJO CALLE 56A,97000,Yucatán,Mérida,,INTIMO.RESTAURANTE@GMAIL.COM,
Hotelería y Restaurantes,KUASH BURGER,,722516,Restaurantes de autoservicio,0 a 5 personas,PASEO DE MONTEJO 56 A,477,,,,PASEO MONTEJO CALLE 56A,97000,Yucatán,Mérida,9993825503,KUASHBURGER@GMAIL.COM,
Hotelería y Restaurantes,MARAGO COFFEE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",11 a 30 personas,PASEO DE MONTEJO 56 A,0,SN,,,PASEO MONTEJO,97000,Yucatán,Mérida,,MORAGOCOFFE@GMAIL.COM,
Hotelería y Restaurantes,MARQUESITAS LA NUEVA TRADICION,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,PASEO DE MONTEJO 56 A,0,SN,476,,PASEO MONTEJO CALLE 56A,97000,Yucatán,Mérida,9994477482,LOREAEROS@HOTMAIL.COM,
Hotelería y Restaurantes,MM AND GO GROUP- PIENSA ROSA RESTAURANT,MM AND GO GROUP - PIENSA ROSA RESTAURANT SA,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,PASEO DE MONTEJO 56 A,491,,,,PASEO DE MONTEJO,97000,Yucatán,Mérida,9992971688,RESERVACIONES@PIENSAROSA.COM.MX,
Hotelería y Restaurantes,RESTAURANTE ITALIANO LA LUNA SOL MARE,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,PASEO DE MONTEJO 56 A,493,,0,,PASEO DE MONTEJO,97000,Yucatán,Mérida,9998349440,ERIKALUNASOLMARE@GMAIL.COM,
Hotelería y Restaurantes,RESTAURANTE KOREAN GRILL & ICE CREAM,M.K. LIMITED LIABILTY CORORATION S DE RL DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,PASEO DE MONTEJO 56 A,470,,,,CALLE,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,RESTAURANTE LUUNCH,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,PASEO DE MONTEJO 56 A,497,,,,CENTRO,97000,Yucatán,Mérida,,LUUNCHMID@GMAIL.COM,
Hotelería y Restaurantes,TRATTORIA LA PASTA,PRODUCIONES ALIMENTICIAS ITALIA SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,PASEO DE MONTEJO 56 A,481,,,,PASEO MONTEJO,97000,Yucatán,Mérida,,INFO@TRATTORIALAPASTA.COM,WWW.TRATTORIALAPASTA.COM
Hotelería y Restaurantes,ZINC CONFORD FOOD,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,PASEO DE MONTEJO 56 A,496,L1,1,,CALLE,97000,Yucatán,Mérida,9992191247,ZINCCOMFORTFOOD@GMAIL.COM,
Hotelería y Restaurantes,EL PASTOR SUIZO,,722514,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,PASEO DE MONTEJO 54,364,A,364,,BENITO UUAREZ NORTE,97119,Yucatán,Mérida,,PASTORSUIZOMERIDA@HOTMAIL.COM,
Hotelería y Restaurantes,SANBRAVO,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,PASEO DE MONTEJO 54,358,,,,BENITO JUAREZ NORTE,97119,Yucatán,Mérida,9994069274,FACTURACION.SANBRAVO@GMAIL.COM,WWW.SANBRAVO.COM.MX
Hotelería y Restaurantes,TEMPO,CAVANA MID SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,PASEO DE MONTEJO 54,366,,,,BENITO UUAREZ NORTE,97119,Yucatán,Mérida,,ADMINISTRACION@GRYS.COM.MX,
Hotelería y Restaurantes,BUFETTE EL PARAISO DE LOS MARISCOS,OPERADORA FOOD BUSINESS SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,PASEO DE MONTEJO 34,349,C,,,EMILIANO ZAPATA NORTE,97129,Yucatán,Mérida,9999443232,SUSHICO.MONTEJO@OUTLOOK.COM,
Hotelería y Restaurantes,MAYAM ROSTICERIAS,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,PASEO DE MONTEJO 34,344,,,,EMILIANO ZAPATA NORTE,97129,Yucatán,Mérida,9994957584,,
Hotelería y Restaurantes,HOTEL EL ESPAÑOL PASEO DE MONTEJO,HOTELERA SOL DORADO SA DE CV,721111,Hoteles con otros servicios integrados,0 a 5 personas,PASEO DE MONTEJO (56 A),481,,,,CENTRO,,Yucatán,Mérida,,VENTAS@ELESPANOLDEMONTEJO.COM.MX,WWW.ELESPANOLDEMONTEJO.COM.MX
Hotelería y Restaurantes,ROSAS & XOCOLATE HOTEL BOUTIQUE SPA,KC LIBERTY SA,721111,Hoteles con otros servicios integrados,0 a 5 personas,PASEO DE MONTEJO (56 A),480,,,,CENTRO,97000,Yucatán,Mérida,,INFO@ROSASANDXOCOLATE.COM,WWW.ROSASANDXOCOLATE.COM
Hotelería y Restaurantes,11032 MERIDA CAMPESTRE,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,PASEO DE MONTEJO (54),345,C,,,BENITO JUAREZ NORTE,97119,Yucatán,Mérida,,DOMINOSPIZZAS@ALSEA.NET,WWW.DOMINOS.COM.MX
Hotelería y Restaurantes,38923 CAMPESTRE MERIDA DT,CAFE SIRENA S DE RL DE CV,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,PASEO DE MONTEJO (54),345,,,,BENITO JUAREZ NORTE,97119,Yucatán,Mérida,,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX
Hotelería y Restaurantes,KRISPY KREME TEATRO DE DONAS MERIDA,KRISPY KREME MEXICO S DE RL DE CV,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,PASEO DE MONTEJO (54),369,,,,BENITO JUAREZ,97000,Yucatán,Mérida,,,WWW.KRISPYKREME.MX
Hotelería y Restaurantes,PIZZA HUT CARRILLON,OPERADORA DE FRANQUICIAS AGN SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,PASEO DE MONTEJO (54),271,,,,CAMPESTRE,97120,Yucatán,Mérida,,JCAN@GRUPONICXA.COM.MX,WWW.GRUPONICXA.COM.MX
Hotelería y Restaurantes,POLLO BRUJO,OPERADORA POLLO BRUJO S DE RL,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,PASEO DE MONTEJO (54),338,B,,,BENITO JUAREZ NORTE,97119,Yucatán,Mérida,,,
Hotelería y Restaurantes,TACOS Y LITROS,CAVANA.MID SA DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,PASEO DE MONTEJO  54,366,,,,BENITO UUAREZ NORTE,97119,Yucatán,Mérida,,,
Hotelería y Restaurantes,38435 PASEO MONTEJO,CAFE SIRENA S DE RL DE CV,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,PASEO DE MONTEJO,465,,,,CENTRO,97000,Yucatán,Mérida,,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX
Hotelería y Restaurantes,BERNARDETTE SHOW BAR,BERNARDETTE PRODUCCIONES SA DE CV,722412,"Bares, cantinas y similares",11 a 30 personas,PASEO DE MONTEJO,444,A,,,CENTRO,97000,Yucatán,Mérida,9992796634,ADMINISTRACIO@BERNADETTE.MX,
Hotelería y Restaurantes,CARLS JR MONTEJO,MEX BURGUER SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,PASEO DE MONTEJO,396,,,,EMILIANO ZAPATA NORTE,97129,Yucatán,Mérida,,CONTABILIDAD@CARLSJRMERIDA.COM,WWW.CARLSJR.COM.MX
Hotelería y Restaurantes,HOTEL EL CONQUISTADOR,HOTEL EL CONQUISTADOR DEL PASEO DE MONTEJO SA DE CV,721111,Hoteles con otros servicios integrados,0 a 5 personas,PASEO DE MONTEJO,458,,,,CENTRO,97000,Yucatán,Mérida,,CONTA@ELCONQUISTADOR.COM.MX,WWW.ELCONQUISTADOR.COMMX
